,account_uuid,premium
214,17cd65a1-58cb-499f-a5b5-19348c1d57a8,650.0
215,181e7c48-f558e-4416-302fd-f2fd2c930c,2932.81
216,18299677-177e3-6569-80dac-27c919dd84,345.0
217,182a5421-25248-06f9-0c402-819b8c0a03,342.0
218,183c454b-773d-4474-9235-d329439119ac,1046.0
219,184631c1-dca86-4ba8-819d5-08395b41da,2135.0
220,1846de8a-3ffa7-ec88-091ab-e5fa96077e,621.0
221,1855eb23-fb524-03b5-2a534-1c59dfc1d1,953.69
222,18ab0abe-7e58f-54d2-8a652-e8dfb4beb9,346.0
223,18ddf60f-965b-47db-9113-8172784f3e8e,1682.06
224,190b9835-7c9d1-a9f4-ea010-bddb1c981f,1157.0
225,190c4108-aa38-4649-8c50-2f25b91eb60a,530.0
226,190f76f1-2c946-1b71-f6b4d-11aefe568d,512.0
227,191b7ef3-700a0-82e3-99734-5b108056dc,1342.0
228,19370073-fc67-43b2-a1ff-a5a23f483a14,350.0
229,194514a8-ace97-6175-42e09-2fcaa16858,3070.0
230,1955cab8-53db-466e-8ce7-2ce5f5a4fedb,500.0
231,1964d964-1c588-31c6-883c1-573e4b10e2,6772.0
232,1967f75b-7691-41b6-89ee-6785d4106e60,19336.0
233,197f9312-5742-4645-8e35-787461d9fabf,621.0
234,198d865a-64c76-d5d3-7817a-fb43aaf15c,2839.0
235,198dfd2f-ee6e2-be3c-bee12-642178ba95,836.0
236,1990f5a6-635e7-31ca-e3fc6-dc7aa7e463,1847.0
237,199483de-9efc-438e-9b87-a5db2cf78baf,350.0
238,19a65b5a-e6cc6-f677-dc8e9-ddaf6d76d0,316.0
239,19c0c704-6b26-4211-a9ee-27b105c106e2,1922.9
240,19f8c60e-9c33b-2294-c2cf4-bca83b493f,2306.0
241,1a01c308-2746b-ca67-e681f-50096d3633,667.0
242,1a0a53ce-84c45-74a5-ee8a8-109421a6ca,1100.0
243,1a27bfaf-1d697-0f33-38bd3-141633306d,7823.96
244,1a30ae7e-efe09-571e-16a95-d7b8cc8244,324.0
245,1a40a32c-5fc79-c786-531e4-bf55cfe21e,18398.0
246,1a52d5e1-69b8-4486-9966-9e9849729fe5,2443.0
247,1a5e8579-9a19a-df7b-b93c5-5ab9543464,1065.0
248,1a8faba9-0c88-4567-9365-63f40155e7eb,1871.0
249,1aadc7bb-23a7-4a5c-9999-021cfbf055d3,513.0
250,1abcf2ad-5b785-9a15-7e48a-dc5e4be8e9,1415.0
251,1b082c58-492c-413e-967a-d7306de1b215,19259.0
252,1b5312d8-f287f-1dbc-07575-db798e30dd,150.0
253,1b7e9494-0e10-46b8-90ad-4ae31a42b313,500.0
254,1b806350-02f8-46a3-a1d3-c85c15e47681,371.0
255,1b80850f-7e5fa-565e-b55ef-8128c9f234,1540.76
256,1b86235c-737f-4404-88cc-8b167fb1828a,22788.0
257,1ba2792d-c057c-5f38-3cfae-5047202d66,1826.0
258,1bd6dbce-ee38-40dc-a5b5-2ee01a8ba246,346.0
259,1c1a2ab2-a4dc-47bb-8f23-a8507bd44f05,6956.0
260,1c48cbb4-9046-42bf-a180-ed9527ebaec3,3169.0
261,1c532846-0084-4cfd-8d79-f51f802c24ba,1151.0
262,1c66470d-640e-44c3-b830-fa588b6f84f5,937.5
263,1c75a78f-2aa8-4189-9c36-c0a6f0860a23,350.0
264,1c782843-11d3-42ba-b56c-8017a2cc7d04,721.0
265,1c87d3bb-1901a-d838-34356-c780664e03,1155.0
266,1caa7029-948c-48b4-84b7-14ad5ad48d61,3733.64
267,1cf2dce1-4b95d-352d-ecac5-b852677034,3313.97
268,1d031327-2a2c0-d80f-160fb-6c5320ce1e,500.0
269,1d64d143-fb44b-35b4-d8d5f-e46a644611,4161.0
270,1d861f22-158f1-9702-c7e28-5b1aa41032,1132.03
271,1daa6412-85cf-4f6a-8eb5-e7f25041b651,1190.0
272,1dae2a02-a32d3-093d-08de1-1c69d81f05,1604.0
273,1dbf47b2-feca2-9b8d-36571-421790566e,2341.0
274,1e02e5d6-0ee76-35c8-9b48a-9bea319907,500.0
275,1e0c861b-1744-4891-9561-13ab6392ba1d,2065.97
276,1e490769-f9e72-94b9-6f5de-c01733ec22,300.0
277,1e63cdd2-7a3f3-c62f-eda10-6e9fac27e1,541.45
278,1e71605e-a6e02-295a-0afb9-b07a54dd98,334.0
279,1eca82ae-7d821-eed3-52859-b0f3c15228,2215.0
280,1f178266-7df4c-2ce4-48490-967492336f,1300.0
281,1f26e63b-81271-969c-5510f-e4335fedc5,1979.0
282,1f430380-e2013-b41f-f4d3a-b6b9e90d08,1998.0
283,1f5349d9-8d8d9-a67f-48012-2025f7d545,650.0
284,1f54c116-5792-4d59-ba78-7a4930a38db2,2206.2200000000003
285,1fb2091f-861c-4662-8876-d205410d4f62,950.0
286,1fb9b2be-8a866-fba1-69518-78cc8d491a,2822.0
287,1ff3d0b4-61776-1464-14e74-9a018c84bf,1458.0
288,20212574-0f048-e836-5abab-eb3b0a490a,2187.0
289,202b4619-5ce89-8c60-a3640-0ed2000979,11331.92
290,2055325f-c39ae-b1b4-07eea-7d0fbe9632,350.0
291,207d58e9-d299-4d70-8689-6fad544cbddf,996.0
292,2084f140-d7410-2ea5-70dea-1990bac2cf,500.0
293,209c1f4e-ebbf1-741b-40e71-e05bc1a5ff,500.0
294,20abf2c9-f4cb-4ba9-b93e-34408277645e,1328.0
295,20f68cd3-07485-1991-0d00e-f09d58831a,1504.0
296,20fcb11c-437a-4c09-992b-26fb02ff9b3a,2812.9100000000003
297,2133e43b-cc22d-c158-9e4b6-38a83b9061,500.0
298,2166b37f-5010-484a-aa53-d5bc25abb737,935.0
299,21e6e7f7-3521b-c8c9-a048d-1543511ff0,725.0
300,223cd481-24a1b-93ce-0ec5b-b80b192fc7,1185.0
301,224d6882-42f55-f276-52930-f968f059c7,1300.0
302,22564a73-399e3-a0bb-b062e-73a64c9040,1429.0
303,2280833c-f689-40f4-a6e4-d965f5371855,1965.0
304,22881f6e-353e4-5446-d1341-b224cd61b4,2292.0
305,22b5a5bd-a08c-41fa-b3b6-12f5597a0ed1,1243.0
306,22cd8ce6-f685-472d-bfcf-ddd2b33b865a,862.0
307,22cfcd7a-a1694-b689-a69aa-1cf5f1e156,500.0
308,22f14867-80c7-4704-8b4f-f91c52569fcd,600.0
309,23061bc4-c7ac4-408e-cb847-431fce99b1,475.57
310,230a2dab-e42ed-e726-5d4f8-8d91f1199f,500.0
311,23228e3f-fb475-dd17-39f19-eee20c6878,421.0
312,2364d1cd-007f9-125a-4448a-840a18fdea,750.0
313,23753194-4ed57-a1d4-46a2b-5695da27ea,500.0
314,238264b5-ecec-41c4-8b98-72c0b84d0471,1720.0
315,238fed16-47953-a58b-6a5e7-fbda4772e6,732.0
316,23e9beb7-ef5ba-6851-23206-e61f2b5d49,2739.0
317,240053fd-5cac-4548-ba2d-e881fdc6dfd0,509.0
318,24299e87-47176-6dda-27bd3-ae61f50fa4,495.0
319,243b135c-2599d-9ee5-634b4-2954c93797,530.0
320,24457126-fd793-0e6f-57b7f-2627769656,2763.16
321,24d8b5d4-3929e-33a4-bff35-b11f5c5293,1717.0
322,24db02d2-d30f-4ba4-8da0-73e6acdbdfaa,395.0
323,24eb14b1-c5384-285a-cebbb-0b087788da,1041.0
324,24ecf9e7-f555-4cae-803f-472c8bb745f7,10804.45
325,250a76ba-8ab93-3db3-39ee5-76e9e61656,1229.0
326,254315e9-9060-4891-a7be-a534b18c4711,150.0
327,25480953-45a99-0aaa-d46b4-7dd7a60c36,1455.0
328,2551caf2-db1e6-60a2-5cd12-9660de98f1,3565.0
329,25dd235f-68b2-4e3c-9ed1-dc9ce37c7202,904.25
330,25e0ede4-2d9fb-c402-31d56-e9d268e642,860.0
331,25e58a67-ce1a-4037-a847-30f9d76c1b77,1645.0
332,26142fc6-70342-8ff3-f3895-1cfd00a708,353.0
333,26168a64-11606-c146-c571f-d7dfcbc3e5,350.0
334,26182b13-ea055-0203-c313c-2af36c898f,1130.0
335,262034b6-f6d22-c945-a09be-31b153ea6f,1261.0
336,26214b7d-fc5c7-af48-81032-17ac92e793,1513.0
337,265331e8-995f-4d65-b517-479aa60e7c91,512.0
338,265c46ed-97af7-d858-e1347-f1ec18fe81,500.0
339,267bde37-4aff7-ba69-91085-bf15b28222,4340.0599999999995
340,26d9d774-1a54c-67fc-0bf59-e718cb50e2,1139.0
341,27119574-9244-4df8-ad88-b4230c0ed9e9,1075.0
342,277774c1-9279-486e-a78e-b052f1cee52e,2669.0
343,27804286-db66-46cd-8da2-fad7f37ccdee,1150.0
344,279dd45e-87d1c-3fe6-5acf5-4443356e7b,454.0
345,27b0581c-40fcd-1731-36a38-9e11767f67,1190.0
346,28102e56-cf6dc-0328-5780b-e6a5a27cc2,672.0
347,28527fcc-8cfb7-9e9b-ef8e3-6765af0c7c,3293.0
348,28657a4d-8857-4a95-8516-e24982c9001c,7036.0
349,2872de77-1604b-b2a8-00c7e-67803c7905,1946.0
350,28883fa3-2cb7-4c5f-8b78-9010dd9ac44a,1214.0
351,2896ad38-28c8-424c-ab38-5bf59fe7b2d6,1200.0
352,28aba19c-46da-4fe2-9581-01984346e5e1,570.0
353,28c805c3-d7a1-490d-a5cd-9c858d40a4a2,1082.0
354,28c82cfa-2fdd-4333-8406-b95961342416,1060.0
355,28db04b7-3ad58-84c7-45792-b88877485f,1680.0
356,28fe8339-a21d5-f09d-b7542-a92131196d,728.11
357,29091eea-8babe-ff79-e969d-1e5be2aa66,1038.0
358,292d5f08-e0d5c-155a-b808e-9f633b6c50,599.0
359,2939e090-131c-4a0b-bdf2-ad065c7ecee5,3649.0
360,294a7efc-44b5a-b1a4-d8fdf-a920ff9bbc,1466.0
361,2978c217-4d33-4e7b-9149-bb98dbec763b,650.0
362,298614ea-fbc0-4be9-ad3c-7d6a6be68054,1895.0
363,299946e7-3103-479d-aa95-717d9feb565f,5654.0
364,29a62613-e93c-46eb-b852-932bc6ddf440,1511.0
365,2a1537fb-cf305-a169-89a4d-e6dcab31f9,500.0
366,2a5fb0d8-47e3-443e-a602-272f24b14a9a,618.0
367,2a62bd0a-c06cd-89dd-3bbcf-b7b3044e4b,4011.0
368,2aa2ffcd-1a607-9129-7155b-a3cbe6a92d,1071.0
369,2ab8d95e-ee5d9-764b-e36d2-c6ff8bcf1f,750.0
370,2ad67b52-0f37b-3c8b-fd9f0-f5a8e01c81,4999.9
371,2aec3640-12923-5c55-81fe8-358d737962,518.0
372,2afa2640-2da08-1552-0a69a-9c5cba3da8,7163.0
373,2b07a007-0b0c-4ac9-92ac-1dd9e420f4b3,350.0
374,2b086194-0036-4fcc-b156-6d0da3b733a9,17369.0
375,2b10250c-3f368-027c-28f3a-4a42ae81ba,1272.0
376,2b12a3bf-0fd90-1596-3f06e-7eebfde6a8,226.0
377,2b350ece-ee841-d8e0-55b46-94f0b1eecc,2812.0
378,2b401bfc-1c5c-4504-8e9b-91f1447982da,530.0
379,2b55129f-ab562-03ce-45f78-0789b95463,5527.0
380,2b585e99-2bcb-4178-bf16-01266262a281,725.0
381,2b5c365a-a62c-41d0-80cc-eaa34a83ef1f,850.0
382,2b5f0cfb-932f-4b1d-ba90-63f37294df7c,1200.0
383,2b9dbdce-9fa2-429f-9a55-e19345585fbd,1821.0
384,2bbba7fc-121e0-3378-ac6b6-2aa3be7b6f,1621.0
385,2bdd70ad-1a3a6-d9cf-ab8f4-bb0505bd49,493.0
386,2be8369f-8207-4e37-82ec-9656eecf8b5f,726.0
387,2c3ebd44-a181-4f60-addd-75fb716dac9d,350.0
388,2c5a8b14-49ad-4c50-aa4e-2c4937d360b3,288.0
389,2c920035-c459-4593-aaa4-3a54c3c22cb4,1569.0
390,2cb24eff-7a4db-12d2-3d4ca-d79dc2784a,759.44
391,2cb3c773-baa8b-2ab4-b1ae0-2d09412206,2081.0
392,2cbcf6c0-c255-44c5-a697-044aed949107,498.0
393,2cbf926a-fa08-48c8-82ba-4b55cd1efdd2,2477.0
394,2cc702a5-1f6f-4311-bd22-8259c9b3adb0,673.0
395,2cec99d7-69747-dcea-f5adf-f3a9dac7fd,500.0
396,2d1aa668-3920b-cf04-47872-b58e902bac,1172.0
397,2d6f59df-a4885-a64f-06df9-f64e317737,1011.0
398,2d7ce157-853b-414f-b4d8-f3fff2bb1039,1902.0
399,2de553c8-3bac3-cc8f-7e126-9f3475c736,785.0
400,2de60d1c-68b9-416e-ae7d-b23ac3934950,23219.79
401,2deb0d9a-effbe-5cc2-29df9-ae9c02b692,614.0
402,2dfad24f-b8d1-44c5-a844-ee1b32915faa,500.0
403,2e008d0e-3a371-1271-c0c44-3f428735f4,998.0
404,2e28aaf7-431f-402d-9617-ba0cf1c12f09,905.0
405,2e713f08-f2ca-47a5-bba8-3edcdcafd516,694.1400000000001
406,2e9eef85-9c508-bbca-cf0ac-b3f3018169,11319.0
407,2eddeff5-3ce9-414c-a319-ced79bcccbd8,1500.0
408,2ef3deba-70ed8-1771-9c689-dc7c834f38,5337.0
409,2f06539d-c4919-e759-cf732-b529a044e0,1950.5
410,2f0cb9ae-3551-4db4-afd3-632b53798e09,2990.0
411,2f4cdbbe-58059-942f-f6125-dd3d0d78c8,1009.0
412,2f5d10af-18f05-981b-64e68-0953c86edb,549.0
413,2f6319b6-0a8cd-5a55-61f2d-2c64ea2fca,3051.0
414,2f75478a-74960-0e14-53bb6-788c5cfe76,757.0
415,2f81bf51-e837e-ea39-2b511-be41a5f902,350.0
